loss,val_loss
0.01324869878590107,0.008160111494362354
0.012728793546557426,0.008030710741877556
0.012176532298326492,0.007360656280070543
0.011346395127475262,0.00730310520157218
0.010661637410521507,0.007179014850407839
0.010085944086313248,0.006990865338593721
0.009627764113247395,0.006910249590873718
0.009279222227633,0.006768057122826576
0.008965004235506058,0.006809670478105545
0.008678709156811237,0.0066904341802001
0.008438062854111195,0.006692823022603989
0.008231750689446926,0.00673692487180233
0.008040230721235275,0.006679274141788483
0.007909605279564857,0.0064854915253818035
0.007747378200292587,0.006484928075224161
0.007655484601855278,0.006564207375049591
0.0075398823246359825,0.0064470237120985985
0.007436423562467098,0.006380580831319094
0.007351384498178959,0.006416230462491512
0.007275969721376896,0.006449067499488592
0.007185609545558691,0.00664455397054553
0.0071154311299324036,0.006410670001059771
0.00703373784199357,0.0064008343033492565
