loss,val_loss
0.010834820568561554,0.007005336694419384
0.009433808736503124,0.007172028534114361
0.008952219970524311,0.007591444533318281
0.00861827377229929,0.006645717658102512
0.008360161446034908,0.006621426437050104
0.008178206160664558,0.006741793360561132
0.007998418062925339,0.006513959262520075
0.007878927513957024,0.006666163448244333
0.007786570582538843,0.006548708770424128
0.007676622364670038,0.006553039886057377
0.007552471477538347,0.006507929880172014
0.007513723336160183,0.0067815217189490795
0.0074056838639080524,0.006683175917714834
0.007349787745624781,0.006563915871083736
0.007293615955859423,0.006599661894142628
0.0072463806718587875,0.006537638604640961
